,train_id,name,item_condition_id,category_name,brand_name,price,shipping,item_description
491605,491605,Society shirt S,3,Men/Tops/T-shirts,,14.0,0,Size small Maroon red color From Buckle
982791,982791,Nike Tempo Shorts,3,Women/Athletic Apparel/Shorts,Nike,11.0,0,Small Stain (shown in pic)
1189642,1189642,Keurig B60 coffee maker,2,Home/Kitchen & Dining/Small Appliances,Keurig,47.0,0,Nice keurig B60. It's in excellent working order. Very clean. Please message me with questions.
1085355,1085355,LimeLight Bundle for Joanna D,1,Beauty/Makeup/Face,,70.0,1,"LimeLight Botanical Foundation - Shinto I, concealor 2, blush 7."
234780,234780,Express teal green career blouse L,3,Women/Tops & Blouses/Blouse,Express,11.0,1,Express teal green career blouse L Fitted Rayon spandex blend Beautiful detail Worn only 2 times so like new
531033,531033,VS PINK L Halloween Panty new,1,Women/Underwear/Panties,PINK,12.0,1,Victoria's Secret PINK Size large New with tags Low rise boy shorts Price is firm Discount on bundles! Free shipping via USPS • vspink_forsale :)
1320903,1320903,VS SHORTY PANTY MED NEW,1,Women/Underwear/Panties,Victoria's Secret,5.0,1,Medium New
1285787,1285787,Telly Scentsy Warmer,1,Home/Home Décor/Home Fragrance,Scentsy,36.0,0,Brand new in box Telly scentsy warmer Cute vintage television Add any scent bar to this purchase for an additional $ 5 Price is retail (minus sales tax) and firm
323673,323673,Pink skinny jeans,3,"Women/Jeans/Slim, Skinny",,12.0,0,Like new!! From bergners bright pink size 13
905413,905413,RESERVED New Victoria secret anorak,1,Women/Coats & Jackets/Windbreaker,Victoria's Secret,39.0,0,Size M/L. Brand new!
1335241,1335241,Green V-neck T-shirt,3,Women/Tops & Blouses/T-Shirts,,8.0,1,Green V-neck T-shirt XS
1165951,1165951,3 Large Victorias Secret Panties Cheeky,1,Women/Underwear/Panties,Victoria's Secret,19.0,0,No description yet
602901,602901,Brand new UD makeup setting spray,1,Beauty/Makeup/Face,Urban Decay,19.0,0,Full size and brand new.
295355,295355,Clear nail stamper,1,Beauty/Makeup/Nails,,9.0,0,For stamping nail polish The jelly thing is removable Clear Never used
328606,328606,Quilted look gray 12 month girl's jacket,2,Kids/Girls 0-24 Mos/Coats & Jackets,,11.0,1,Quilted gray motorcycle style jacket for 12 month old girl. Super cute and very trendy. Zipper detail. Perfect condition. Cat & Jack brand. Infant / toddler
17877,17877,Cute moccasin boots size 9,4,Women/Shoes/Boots,,10.0,0,Minor signs of wear and tear. Super cute with a pair of jeans! Size 9
322545,322545,Designed by Sori Yanagi kettle,1,Home/Kitchen & Dining/Coffee & Tea Accessories,,50.0,0,Brand new In box Designed by Sori Yanagi in Japan
570830,570830,3 Jeffree Star liquid lipsticks,1,Beauty/Makeup/Lips,Sephora,34.0,0,"Brand new. Swatched. I'm nude Doll parts Androgyny Not sure of authenticy they were a gift. Hints the price. I have 3 more I got as a gift and ones I ordered and they feel exactly the same, same color pay off. Only selling these because they weren't my color."
1178984,1178984,Lululemon Speed Shorts Brisk Bloom,3,Women/Athletic Apparel/Shorts,Lululemon,54.0,1,Size 4 Brisk Bloom No flaws
1135879,1135879,Bath and bodyworks gift cards,2,Beauty/Bath & Body/Bath,Bath & Body Works,18.0,1,"I have two bath and bodyworks gift cards that I have no use for. There is [rm] in total. To check the balance in case you think I'm lying, go to http://www.bathandbodyworks.com/gcbalance or text BBWGIFT to 95035"
399548,399548,New w/ Tag Coach Crossbody Signature Bag,1,Women/Women's Handbags/Messenger & Crossbody,Coach,99.0,1,"NEW Coach Cross Body IN Khaki SIGNATURE style: F55363 File Bag COLOR: KHAKI/BROWN Details Signature coated canvas Zip-top closure, fabric lining Inside zip, cell phone and multifunction pockets Long strap with 21 1/2 drop for shoulder or crossbody wear 12"" L) x 10 1/4 (H) x 2 (W) Brand New and just Beautiful Color and design. Great Gift"
663443,663443,♥NWT (2) ADIDAS FITTED T-SHIRTS♥MEDIUM,1,Women/Tops & Blouses/T-Shirts,Adidas,15.0,1,"NEW WITH TAG (2) ADIDAS FORM FITTING T-SHIRTS SIZE MEDIUM 1 FOR [rm] OR 2 FOR [rm] ◆IF YOU ONLY WANT 1, PLEASE LET ME KNOW AND I WILL CHANGE LISTING ◆"
21124,21124,12 month bundle,2,Kids/Boys 0-24 Mos/Tops & T-Shirts,,13.0,0,"Gap hoodie, old baby short sleeve v neck, caters long sleeve, and two pairs of nice pants jeans and navy cargo pants"
1343628,1343628,"18 month shorts/swim trunks, and 2 bibs.",3,Kids/Boys 0-24 Mos/Bottoms,,15.0,1,No description yet
979791,979791,Tie Dye Strapless Romper,3,"Women/Dresses/Above Knee, Mini",,9.0,0,"sinches at the top, super soft material, never worn, no pilling, great condition fits up to m, price is negotiable :)"
769357,769357,The north face,3,Women/Sweaters/Hooded,The North Face,30.0,0,The north face women zipper hoodie great conditions authentic size xl
608872,608872,Women's size M Carhartt Blue Shirt,3,Women/Tops & Blouses/T-Shirts,Carhartt,8.0,0,Women's size M Carhartt Blue Shirt 100% cotton Slight cracking Good condition
1405464,1405464,Jewelry Making lot,1,Handmade/Glass/Jewelry,,18.0,1,This lot includes: 4 metal bead letters 1 silver wire roll 7 strands 11 packages of glass beads 2 small decorative fastners
401369,401369,Cocoma woman sparkly beige blouse,3,Women/Tops & Blouses/Blouse,,13.0,1,"❤Smoke free home ❤ Bundle and save! I ship Monday - Friday! Item's that are purchased BEFORE 3:40 PM pst will be shipped same day! ❌NO TRADES OR MODELING❌ ❌NO HOLDS OR LOWBALLS ❌ Offers are always welcomed as long as they're reasonable. You just purchase within 5 minutes or I will chance it back to the original price A gorgeous beige sleeveless dressy / party blouse size 1 plus size by the brand cocoma women . Materials 68% nylon 29% polyester 2% spandex lining 100% polyester. Please don't rate me based shipping, size , materials/ fabric or how the item fits. I go by what the TAG says and I will always provide measurements. Also, once I drop off your package at USPS it's in USPS hands. I can't control the speed of the shipment, so please be patient. ❤Thank you ❤"
753432,753432,Purple 1800 TC Egyptian Comfort Sheets,1,Home/Bedding/Sheets & Pillowcases,,26.0,0,King Size World of Linen Egyptian Comfort 1800 Series 4-Piece Bed Sheet Set Brand New Still in its Original Packaging  Please click on My Profile to see all colors Includes : 1 Fitted Sheet 1 Flat Sheet 2 Pillowcases 1800 TC Wrinkle Free Hypoallergenic Soft Silky Touch  Easy Care No Ironing Microfiber Deep Pockets Fits Mattresses up to 16 inches Enjoy a cool and comfortable night's sleep with exceptionally breathable sheets that have a silky soft feel and lustrous finish. These sheets provide a lasting vibrancy of color no matter how often they are washed and are made of high-strength microfiber yarn that will stay soft and wrinkle-free for years to come. Please check out my other listing Please don't forget to rate me as soon as possible Don't Forget to Follow Me Like me  On One of My Sold Items to Find Me Later           ** Price is Firm **    ♡♡ No Free Shipping ♡♡ Search helen46 to find my other listing
429626,429626,Madison skirt,1,"Women/Athletic Apparel/Skirts, Skorts & Dresses",LuLaRoe,34.0,1,Bicycles! Soft yellow background. So cute! Pockets!! detached tags.
816230,816230,Nice shoes,2,Women/Shoes/Sandals,Born,11.0,0,READ MY BIO BEFORE ASKING QUESTIONS. Thank you :) Size 11 shoes Never worn out of the house In like new condition
255217,255217,Xbox One Call of Duty Advanced Warfare,3,Electronics/Video Games & Consoles/Games,Xbox,12.0,0,This game is used but in good working condition. Downloadable content or codes have been used.
708314,708314,Gymshark serene sports crop top - small,1,Women/Athletic Apparel/Shirts & Tops,Gymshark,42.0,0,"Brand new, sold out, black with black graphic along band, silky soft material, black mesh in back, lightweight."
1027553,1027553,Yeti Rambler Tumbler 30 oz- New,1,"Home/Home Appliances/Wine, Beer & Beverage Coolers",,25.0,1,"Fast, same day shipping! New in box. Color: Red Qty: 1 Size: 30 oz Hand wash only due to custom finish Keeps Hot for 12 hrs Cold for 24hrs BPA Free Stainless Steel Powder Coated Color Finish Cup tumbler yeti container sticker storage cute gift birthday face camp small smaller metal steel durable popular hot vs cold water bottle kitchen beer wine beverage north camping drink"
590503,590503,NWT Xhilaration dress,1,"Women/Dresses/Above Knee, Mini",Xhilaration,12.0,0,Perfect for summer! Size XS.
1428502,1428502,Benefit Posietint,1,Beauty/Makeup/Face,Benefit,4.0,1,"New, never used! Serial number 5Z01 2.5 ml product Retails for [rm]"
1085566,1085566,Burgundy halter top,1,Women/Tops & Blouses/Halter,,14.0,1,$ALE ON ALL MY LISTINGS! FREE SHIPPING! NEW w/tags or NEW in package This is a burgundy colored halter top that double ties on both sides. It has an inner shelf bra and gold tone chains that hang around the neck. Gorgeous color and style. Never worn and still has tags attached. This is in a size XL and was purchased from Kohl's. Apt 9 brand.
1121497,1121497,American apparel,1,Women/Tops & Blouses/T-Shirts,American Apparel,14.0,0,Size M New Color red
170064,170064,Banana Leaf H&M Bikini Top,3,Women/Swimwear/Two-Piece,H&M,15.0,0,"Gorgeous swimsuit piece from H&M! Includes silver leaf hardware on the strings. Great condition, perfect for summer. Size 6 (S, but can fit M as well)."
1230501,1230501,Anastasia BH Brow Wiz Medium Brown,1,Beauty/Makeup/Face,,21.0,0,Brand New 100% authentic Price is Firm Bundle to save on shipping
615226,615226,Baby talking pinkie pie,3,Kids/Toys/Stuffed Animals & Plush,My Little Pony,21.0,0,"Great, clean, working condition pinkie pie."
1182239,1182239,Makeup Brush Cleaning Pad - Mint Green,1,Beauty/Tools & Accessories/Makeup Brushes & Tools,,6.0,1,Silicone Makeup Brush Cleaning Pad. Mint Green Suctions to the sink for easy cleaning.
526951,526951,NWT TC Lularoe giraffes,1,"Women/Athletic Apparel/Pants, Tights, Leggings",,30.0,1,Brand new with tags from smoke free home. Never worn.
82740,82740,LuLaRoe Perfect T ON HOLD,2,Women/Tops & Blouses/Blouse,,29.0,0,"EUC, only tried on. size XL."
670770,670770,bundle makeup palettes 123,1,Beauty/Makeup/Makeup Palettes,,46.0,0,BRAND NEW PRICE IS FIRM NO FREE SHIPPING NO HOLD NO NEGOTIABLE [rm] FOR ALL THREE PALETTES LAST SET ON SALE
129919,129919,Free Ship 6 sheets doodle stickers,1,Other/Office supplies/Basic Supplies,,3.0,1,"6 sheets in total Doodle style stickers Kiss cut and ready to use on your planner, notebook, etc. Free ship via usps STAMP mail Not for no rate buyers, sorry"
904912,904912,512 Levi's Mom Jeans,3,Women/Jeans/Boyfriend,Levi Strauss & Co.,54.0,0,"Perfect rare 512 levi mom jeans! too small for me unfortunately, message me w/ questions (: needs to go!!"
1224265,1224265,3 Victoria Secret and 2 Gilligan Bras,4,Women/Underwear/Bras,Victoria's Secret,29.0,0,"Post is for all 5 Bras total (3 VS and 2 Gilligan). Pretty colors. The VS Bras are from Pink. The VS bra with the nude inner side might be a 34A, sorry I cut the tag on that one. Lovingly used but I took care of them. I think they still have life left. The tops of the Gilligan Bras are starting to lose shape. I just don't fit the bras properly unfortunately. I'm too small! Please see photos for details."
1066724,1066724,Cute Romper XL,2,Women/Other/Other,Cato,10.0,0,Very cute romper only worn once and washed. Elastic waistband adjustable spaghetti straps.
143973,143973,ALABAMA NIKE SHIRT,1,Women/Athletic Apparel/Shirts & Tops,Nike,12.0,0,NWT Nike Women's Size XL Slimfit Long Sleeve Alabama Shirt- purchased at academy for [rm]
1266376,1266376,Hot pink swim skort,2,Women/Swimwear/One-Piece,,8.0,1,Hit pink swim skort Size 3x 21' on the waist laying flat
1240923,1240923,7 Hanes Boxer Brief Sz L 14-16,1,Kids/Boys (4+)/Coats & Jackets,,16.0,0,New packages of boys Hanes Boxer Brief size Large 14-16 Any question please contact me.
350028,350028,PINK sporty tank,2,Women/Athletic Apparel/Shirts & Tops,PINK,12.0,0,"Worn once, comfortable fit. Runs big (I'm a medium, this is a small and it's still slightly big on me)"
460664,460664,VS LOVE PINK Hard case for iphone 7,1,"Electronics/Cell Phones & Accessories/Cases, Covers & Skins",,10.0,1,Brand new Fashion VS PINK Hard case for iPhone 7 Color: Black Order will be processed and shipped out in 1 day. Free shipping
176624,176624,Beats solo 2 wireless,2,"Electronics/TV, Audio & Surveillance/Headphones",Beats,125.0,1,"Perfect headphones! Ive only used them a few times but i have another pair i was gifted more because i like the color more. Great headphones, great sound quality, bluetooth , perfect amount of base and sound quality, wireless or you can use wire, promise you wont be dissapointed or money back. 100% guarentee."
811124,811124,NIP VS PINK High Neck Sport Bra/Panty,1,Women/Athletic Apparel/Sports Bras,PINK,22.0,1,"Brand new, in package! VSPINK ultimate high neck sports bra, size large, with matching seamless no show cheekster panty, size large, both super soft and comfy."
1394765,1394765,Zigi soho platform heels,3,Women/Shoes/Sandals,,16.0,0,"Size 7 zigi soho ""Roberta"" leather upper Platform heels From DSW"
437304,437304,Sephora Clean Up Nice Brush Cleaner,2,Beauty/Tools & Accessories/Makeup Brushes & Tools,Sephora,13.0,0,Used only twice! full bottle! Nothing wrong with it!
241286,241286,MAN SWEAT BELT NEOPRENE WAIST TRAINER,1,Sports & Outdoors/Exercise/Fitness accessories,,12.0,1,"Learn more about Sweat Belt Sweat Belt is the quick and easy way to instantly look slim and lean fast! The Sweat Belt  works by insulating your body’s heat to increase your core temperature so you sweat more right where you want it most! The secret is the revolutionary Thermo-tech material that compresses and supports your lower back and abdominal core muscles for a 360 degree waist trimming effect! You can wear it under or over your clothes and it’s machine washable! Makes you Sweat More, right where you want it Most! Lightweight thermo-tech fabric insulates your body heat Wear under or over your clothes Supports your lower back and compresses abdominal core muscles Fully Adjustable for the Perfect Fit! ALSO AVALIABLE Latex waist trainer corset vest neoprene butt lifter Sweat belt padded panty"
330266,330266,Florabotanica Balenciaga 3.4oz,3,Beauty/Fragrance/Women,Sephora,50.0,1,Sprayed less than 5x Smells amazing! 3.4oz No box 100% authentic Firm price
727290,727290,vera bradley coin id card holder green,4,Women/Women's Accessories/Wallets,Vera Bradley,6.0,1,cute small good condition. no returns if it doesn't fit or you don't like it. can do bundles to make items cheaper. shipping always [rm] no matter what.
518285,518285,5 Slimes Lot Free Shipping [rm],1,Kids/Toys/Arts & Crafts,Elmers,15.0,1,"**All Single Slimes are 2 OZ unless otherwise stated ** These are five slimes as:- All five only [rm] only Pretty blue fishbowl Metallic Slime Sprinkles purple jiggly slime Blue butter slime Rainbow floam slime Great deal!! Special ** BUY 2 GET ONE FREE** (2 oz single slimes only!! )(◕‿◕) Just leave a message after your purchase. Free slimes will be send randomly (2 oz size) ( slime, floam , fishbowl, random color)=^_^= (╹◡╹) A teaspoon of borax also will be provided for slime if it get too sticky ** Items will be send through usps with tracking , once i shipped item it's out of my hands , please don't rate me poor because of post office fault !!** ⊙︿⊙"
861937,861937,Ps2 Grand Theft Auto San Andreas,2,Electronics/Video Games & Consoles/Games,Sony,10.0,0,No description yet
308887,308887,Fox Bracelet,1,Women/Jewelry/Bracelets,,11.0,0,1 fox bracelet in gold
1383545,1383545,Hamsa Ankle Bracelet,2,Women/Jewelry/Bracelets,,9.0,0,Perfect condition
1276073,1276073,3M Littman Stethoscope,1,Other/Daily & Travel items/Medical Supplies & Equipment,Physicians Prefer,164.0,0,Brand new. Doctor recommended and rated stethoscope. Best on the market. [rm] elsewhere
486101,486101,New Neoprene Crochet Bikini Brazilian,1,Women/Swimwear/Two-Piece,,34.0,0,"Brand new without tags, Never Worn Neoprene Crochet Bikini Tops measures 12.5 in laying flat across The top would fit an A/B cup size The bottoms measure 12in laying flat across This swimsuit is very stretchy so there is a little give. Last picture shows similar style bikini being worn. Comes from a smoke friendly home. Ask questions before purchasing. Thank you! Tags Acacia Wildfox Beach Bunny Kiini Summer Festival Coachella Boho Triangl"
48484,48484,Black Denim Distressed Jeans,1,"Women/Jeans/Slim, Skinny",,20.0,1,I have sizes 6 and 8
471174,471174,MEDIUM VS PINK BOYSHORTS,1,Women/Underwear/Panties,PINK,30.0,1,3 LOGO BOYSHORTS. BRAND NEW WITH TAGS. SOFT BEGONIA. OLIVE GREEN. HOT NEW LEOPARD PRINT. PRICE IS FIRM. THANK YOU FOR LOOKING! :)
940050,940050,Rae Dunn set of pour and spread,1,Home/Kitchen & Dining/Dining & Entertaining,Rae Dunn,154.0,0,"New Will ship with bubble wrap and extreme care Please note each Rae Dunn item is unique and has flaws. This is the exact item you will receive please zoom in on pictures. All sales final. For example the corner of the dish on spread has a small flaw and pour has a few natural flaws, normal for pottery. Not responsible for any damage/lost item once in transit with usps. *By purchasing this item, you agree with the above terms."
108364,108364,Boys Nike,3,Kids/Boys 2T-5T/Shoes,Nike,36.0,0,Blk/royal blue/ white Size 13.5c Great condition
393462,393462,Tiffany and co Rubedo fashion Ring,2,Women/Jewelry/Rings,Tiffany & Co.,204.0,0,"Retails [rm] plus tax ○ Authentic Tiffany & co. 1837 ring ○ Rubedo Metal: rose gold color ○ Size 4.5 ○ Like NEW ○ Include Original tiffany&co. BOX,BAG, RIBBON and Dust Bag ○ FINAL SALE"
144156,144156,HUDA Beauty Lip Contour FAMOUS,1,Beauty/Makeup/Lips,Sephora,6.0,1,This product is brand new and has never been used. This is only the lip liner! Shade is Famous. Let me know if you have any further questions or if you would like to bundle any items!
1462328,1462328,Beautiful Rosegold CZ Geneva watch!!,1,Women/Women's Accessories/Watches,,15.0,1,This is brand new Rose gold Geneva watch!! Has CZ stones on the face and all around the watch!! You can adjust the links to make it smaller and bigger!! I also have it in silver in the same kind if you would like!! And Also more different watches too!!! Let me know if you would like a different one and I can make Listing for you!! I'll bundle 2 or more for a Good deal!! 2 for [rm] free shipping (save [rm]) They will come wrapped in plastic brand new!!
1063732,1063732,Beer Mug Stainless steel Yeti Cup,1,Vintage & Collectibles/Serving/Tumbler,,22.0,1,"FREE SHIPPING + BRAND NEW + CLEARANCE DON'T purchases before reading following details. The YETI cup keeps your beverage hot or cold. [01] PRODUCT DETIALS colors: black / blue / orange / green / red / silver / pink / navy / purple / olive/white size: 30 oz with lid [02] HOW CAN I CHOOSE THE COLOR OR SIZE? after you paid the product, go to: Menu - My Purchases - In Progress - [Find The Order] - Order Status - Write a message and tell us your choice of color and size. [03] IS IT AUTHENTIC? yeah, all of them are new item and come with new tag. [04] COULD YOU GIVE BETTER PRICE? no, it is the lowest price for the quality. [05] HOW LONG WILL IT TAKE TO GET ORDER? we will ship within 3-4 days, it will take around 5-10 business days to arrive. [06] CAN I BUY THE SAME ITEM HERE? yeah, you can find them on our store listing in general, or search "" kktwo "" to find them. @ yeti cup, cup, tumbler, rambler, coffee mugs, beer glasses, Stainless steel cup, beer stein,travel mug"
701284,701284,Via Lorenzo n.26 Passport Case,1,Women/Women's Accessories/Wallets,,10.0,0,Beautiful unisex new gray fabric & brown leather passport holder. Bon Voyage!
712041,712041,Donna Karan Cashmere Mist mini EDP DUO,1,Beauty/Fragrance/Women,,16.0,1,"MINI Donna Karan Cashmere Mist Eau de Parfum DUO SET (no box) Each mini/purse perfume is 0.17 fl oz (5ml). Brand new fresh items. Buy with confidence. Wrap yourself in this iconic fragrance that will seduce your senses with its sheer floral notes. The sheer floral scent of Cashmere Mist combines essences of Moroccan jasmine, lily of the valley and bergamot with warm undertones of sandalwood, amber and musk. Because nothing feels like cashmere against the skin. Cashmere Mist Eau de Parfum is an intensified version of Donna Karan’s beloved scent. The rich parfum opens with a bust of Moroccan jasmine, lily of the valley and bergamot and is marked by the warm undertones of sandalwood, amber and musk, wrapping your skin in fragrance that feels just like cashmere. Notes: bergamot, jasmine, lily of the valley, suede, cashmere accord, sandalwood, amber, musk, vanilla. By Donna Karan."
1431025,1431025,40 pcs 10x13 Flamingo Polymailers,1,Other/Office supplies/Shipping Supplies,,12.0,1,"Designer 10x13 Self Sealing Poly Mailers! ♦️UPS, FedEx, and USPS approved! ♦️Water resistant ♦️Light weight to save on postage ♦️Fast Shipping ♦️Perfect for shipping non-fragile items 20 pcs: [rm] 30 pcs : [rm] 40 pcs: [rm] 50 pcs: [rm] 100 pcs: [rm] Prices are FIRM. Price deductions will be ignored. Free Shipping! Designs: unicorn, hearts, hibiscus, daisy, floral Teal or floral hot pink ♥️Follow Us for Cheap Shipping Supplies♥️ We can mix and match just tell us what you need and you'll get a great deal! Tags: polymailers, poly mailers, envelope, shipping envelopes, U-Ship, Uship cute mailers cutemailers"
1085685,1085685,Victoria's secret 34C bra bundle,3,Women/Underwear/Bras,Victoria's Secret,29.0,0,Victoria's secret 34C bra bundle of 3. All euc. What you see is what you get :)
655308,655308,Fringe Ivory/White Soft Cozy Poncho,1,Women/Sweaters/Poncho,,16.0,0,"• BUNDLE FOR SAVINGS • • ASK QUESTIONS // QUICK TO ANSWER • x never worn, new with tags"
382955,382955,2x high waisted shorts,2,Vintage & Collectibles/Clothing/Shorts,,24.0,1,"I also BUNDLE ! Check out my closet & if u want more than 1 item, ONY when you're ready to PAY! comment below and we'll work out a price. ( Do NOT like multiples items and expect to pay under [rm]. My items are name brand and are in good to excellent condition ) I will NOT model Free shipping Do NOT ask me for measurements"
937256,937256,Jungle Animals Picture Frame,1,Home/Home Décor/Photo Albums & Frames,,8.0,0,"Children's nursery zoo or jungle theme picture frame Brand new, never used Fits standard 4x6 photos Ceramic and hand painted"
182947,182947,Michael Kors Gray Sneakers,1,Women/Shoes/Fashion Sneakers,Michael Kors,56.0,0,Size 9 brand new Michael kors sneakers. Gray with silver accent. Style up your outfit with these.
287778,287778,Free people tank top lot size small,3,"Women/Tops & Blouses/Tank, Cami",Free People,12.0,1,"Two tank tops, both size small. One is Free people size 10 but fits like a small. Other is Decree size small. Both in great condition."
768372,768372,"JORDAN ""PRO STRONG"" shoes sz 6c",3,Kids/Boys (4+)/Shoes,,16.0,0,USED - Obvious signs of wear
622167,622167,Hair bow lot,3,Kids/Girls (4+)/Accessories,,21.0,0,It's 11 hair bows in total
1211232,1211232,SOLD Women's Blouse Size Medium 2 Piece,3,Women/Tops & Blouses/Blouse,,13.0,0,Bundle 2 piece bundle One pink blouse & one multicolored Blouse Pre-Owned Women's Blouse Size Medium Maurices
1143887,1143887,Size large thin leather belt,2,Women/Women's Accessories/Belts,,7.0,1,No description yet
971466,971466,Lularoe TC lot of 10 new,1,"Women/Athletic Apparel/Pants, Tights, Leggings",LuLaRoe,130.0,1,No description yet
756693,756693,2 Wig Stocking Caps,2,Women/Women's Accessories/Hair Accessories,,3.0,1,Never use Not in original packaging ☆☆☆You can also add more if needed
1460662,1460662,Black coach purse!,3,Handmade/Bags and Purses/Purse,,34.0,0,"Coach purse that has multiple compartments,two that zipper, buttons in the center and two slots on the outside! It has been used but it doesn't have any stains or rips"
421941,421941,Boys hoodie size 5T,3,Kids/Boys 2T-5T/Tops & T-Shirts,,8.0,0,Cute little boys hoodie. Gently used. Has front pocket.
474668,474668,*6 Month Onesies for skylarsmom*,2,Kids/Girls 0-24 Mos/One-Pieces,Carter's,14.0,0,7 onesies & 1 free onesie all kind of new Have been gently worn & washed (:
1058093,1058093,Brilliance New York Hair Straightener,1,Beauty/Tools & Accessories/Hair Styling Tools,,25.0,0,"Retail [rm] Hands down one of the best hair straighteners on the market 100% ceramic plates, 1.25"" Brand new never used Manufacture lifetime warranty (exchange new one for free once it's broken, details see the Brilliance New York website @brilliancenewyork.com) Universal voltage Wet-or-dry, super efficient and fast!"
1234711,1234711,Becca Aqua Luminous Foundation,2,Beauty/Makeup/Face,,20.0,1,*PRICES ARE FIRM* 80% full (Full to black line in pic) Shade: Fair Retails for [rm] Free shipping
439689,439689,Palazzo Versace with Medusa Head,1,Men/Men's Accessories/Belts,Versace,59.0,0,Palazzo Versace Belt with Medusa Head Red 50/125 size 40
405667,405667,Fitbit charge hr small blue,2,Sports & Outdoors/Exercise/Fitness technology,Fitbit,49.0,0,"I don't use this and it needs a new home! Specs include Tracks Steps, Calories, Distance, Heart Rate, Sleep quality, flights of stairs walked, and caller id! INCLUDES CHARGER"
21746,21746,Microwave,3,Home/Home Appliances/Microwaves,,18.0,0,Works great
800405,800405,Dancing Water Speakers,1,"Electronics/TV, Audio & Surveillance/Home Speakers & Subwoofers",,20.0,1,Cool LED Dancing Water Show Music Fountain Lights Speakers For Computers/Laptops/Mobile Phones/MP3/PSP USB Powered & Water Moves with the Rhythm of Music 2x Water Dancing Speakers (White) 1x USB Cable 1x Stereo Audio Cable NEW! FREE SHIPPING!
679934,679934,Owl plush iPhone/stuff holder,1,Kids/Toys/Stuffed Animals & Plush,,17.0,0,New
523523,523523,18-24 mos baby boy clothes lot,3,Kids/Boys 0-24 Mos/Tops & T-Shirts,,20.0,0,Most of these clothes was only worn for a couple months since one size didn't last my son the whole season. No stain. Most of the stuff are from BabyGap and Carters.
288294,288294,Cobb accessport v3,2,Electronics/Cell Phones & Accessories/Cell Phones & Smartphones,,430.0,1,For 2015-2017 subaru wrx Pretty much new Still has plastic protector on it.
1221763,1221763,Lularoe Birthday leggings OS,1,"Women/Athletic Apparel/Pants, Tights, Leggings",LuLaRoe,35.0,1,Black background #4 cookies
1008594,1008594,Michael Kors Large Crossbody ** ON HOLD*,3,Women/Women's Handbags/Messenger & Crossbody,Michael Kors,78.0,0,Excellent condition. No rips or stains. Used a handful of times only. This is the large size. Authentic. ***PRICE IS FIRM** NO FREE SHIPPING
1471937,1471937,Reebok playdry shorts,2,Women/Athletic Apparel/Shorts,Reebok,10.0,1,Reebok playdry shorts. Size small. Hot pink with orange waistband. Only worn once for Crossfit.
131317,131317,VS Pink L Raglan Pullover Hoodie,1,Women/Sweaters/Hooded,PINK,35.0,1,Brand new.
660329,660329,Cotton On Drapey Tunic- L,3,Women/Tops & Blouses/Tunic,Cotton On,7.0,1,Color: black Size: L Condition: lightly worn Brand: Cotton On Fit: loose
96709,96709,Texas instrument ti-83 Calculator,4,Other/Office supplies/School Supplies,,20.0,1,Has flaw on screen In fair condition but works.
962074,962074,Silver CZ Prong Belly Button Ring,1,Women/Jewelry/Rings,,12.0,1,Brand New! 14 Gauge Surgical Steel. 12mm bottom gem Ships for free with tracking! ❌Price is firm❌ I do not hold. Check out my all my items! Bundle discount = 2$ off additional item(s) purchased ***Requests to cancel orders will be accepted within 2 hours of purchasing . Otherwise a shipping label will be generated and I will be unable to cancel.*** Thanks for looking! -Belly Button Ring Navel Piercing 14G Surgical Steel Body Jewelry New-
1317506,1317506,Faux Louis Vuitton Sandal Size 7.5,3,Women/Shoes/Sandals,Louis Vuitton,21.0,0,"These are preowned in excellent condition with a few nicks maybe here are there, on the sides of the sandal. I'm assuming these are faux Louis Vuitton. The size on the bottom says 245 when I look that up on a comparison chart they're saying that's about a 7 1/2. Super cute for summer sandals!"
121876,121876,Children's Place slip on's NWOT,2,Kids/Girls 2T-5T/Shoes,The Children's Place,14.0,0,Children's Place slip on's NWOT. Just took tags off today. Tried them on my little girl and they were a little snug. May work better with toddler size 8.5. Smoke free and inside pet free home. Do not do holds. Size is toddler size 9. No free shipping.
1313929,1313929,Durant & Adidas set,1,Kids/Boys (4+)/Other,,85.0,1,Bundled
718777,718777,NWT VS Pink S Thong Lingerie Panties,1,Women/Underwear/G-Strings & Thongs,PINK,10.0,1,"FREE SHIPPING! Brand new with tags, never worn or used pair of Victoria's Secret Pink Collection Extra Low Rise Thong/Tanga panty underwear. These panties makes a bold, fun, comfortable, and sexy statement with the PINK logo on the super wide 1-1/2"" waistband. A perfect addition to your lingerie drawer. Feel sexy and get rid of panty lines especially with leggings and dresses. A great daily undie or starter thong. Thongs are fun, flirty, and a little naughty. Live a little, girls. Show off that butt ;) Retails for [rm] plus tax in stores. Why drive out to the store and hope they have style and color you want? I have it available now and will ship to you. Color: Heather Grey Gray with PINK logo pattern. Pink Orange Blue Yellow. Pink logo waistband. Size: Small Sm S|P **Victoria's Secret bag not included. Search ""jaybird""or ""jbm"" and your size for my other available listings #1"
583264,583264,Lululemon Herringbone Define Jacket sz 4,2,Women/Athletic Apparel/Jackets,Lululemon,136.0,0,Excellent condition. Size 4.
1407441,1407441,Lululemon FTB bra size 6,2,Women/Athletic Apparel/Sports Bras,,32.0,0,EUC pads included Sorry no free shipping
